dataset,split,seed,method,run_dir,interval_path,exists,size_bytes,sha1_fast,choices_cp_subdir,picked_component,choices_match
davis,cold_pair,4,WSC-B,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_pair_seed4,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_pair_seed4/pred_intervals_test_wsc_B.csv.gz,True,88082,d2a664531c39db59d3497ede46ddd601d335bae2,,pred_intervals_test_wsc_B.csv.gz,
davis,cold_target,0,Fixed,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed0,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed0/cp_local_target_tfidf_k60_m200_gamma0p0_alpha0p1/pred_intervals_test.csv.gz,True,77333,3bc296ec2b44186da01a26215c14564084eda61f,,cp_local_target_tfidf_k60_m200_gamma0p0_alpha0p1,
davis,cold_target,0,NaiveAutoSel,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed0,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed0/cp_local_autosel_target_k240_m50_gamma0p1_alpha0p1/pred_intervals_test.csv.gz,True,80602,a343771f63794915fd538e57b0332e36a05c88ae,,cp_local_autosel_target_k240_m50_gamma0p1_alpha0p1,
davis,cold_target,0,CAS-LCB,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed0,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed0/cp_local_constrained_lcb_target_aacomp_k240_m50_gamma0_alpha0p05/pred_intervals_test.csv.gz,True,76871,67e99f1508c66625d775334c2a6edb9796d64e05,cp_local_autosel_target_k240_m50_gamma0_alpha0p05,cp_local_constrained_lcb_target_aacomp_k240_m50_gamma0_alpha0p05,False
davis,cold_target,0,CAS-LCB-Bonf,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed0,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed0/cp_constrained_bonf_C17_delta0p05/pred_intervals_test.csv.gz,True,76871,400867a8b6e05618eb42b286dfcc94fdcdd96c7e,,cp_constrained_bonf_C17_delta0p05,
davis,cold_target,0,TC-SC,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed0,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed0/pred_intervals_test_tc_sc.csv.gz,True,779287,db69a08efee67dca1a89988575af51012a5d2940,,pred_intervals_test_tc_sc.csv.gz,
davis,cold_target,0,WSC-B,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed0,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed0/pred_intervals_test_wsc_B.csv.gz,True,779339,bdcadcd722925ff5e4ed134e655ad1bb47dc33b8,,pred_intervals_test_wsc_B.csv.gz,
davis,cold_target,1,Fixed,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed1,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed1/cp_local_target_tfidf_k60_m200_gamma0p0_alpha0p1/pred_intervals_test.csv.gz,True,76230,dc71b31b36082eb4f518fb3ada804ddaf5a547db,,cp_local_target_tfidf_k60_m200_gamma0p0_alpha0p1,
davis,cold_target,1,NaiveAutoSel,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed1,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed1/cp_local_autosel_target_k240_m50_gamma0_alpha0p1/pred_intervals_test.csv.gz,True,75920,cf9c5b9081fb1f8d38f8166b6ebb872a4ee84fab,,cp_local_autosel_target_k240_m50_gamma0_alpha0p1,
davis,cold_target,1,CAS-LCB,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed1,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed1/cp_local_constrained_lcb_target_aacomp_k60_m50_gamma0p05_alpha0p05/pred_intervals_test.csv.gz,True,81084,0b0e192df7d439f82339cf202b79eafdf7c2d5b7,cp_local_autosel_target_k60_m50_gamma0p05_alpha0p05,cp_local_constrained_lcb_target_aacomp_k60_m50_gamma0p05_alpha0p05,False
davis,cold_target,1,CAS-LCB-Bonf,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed1,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed1/cp_constrained_bonf_C17_delta0p05/pred_intervals_test.csv.gz,True,81084,72a50b6d5c032f9784c62fc45e138476a6e76b87,,cp_constrained_bonf_C17_delta0p05,
davis,cold_target,1,TC-SC,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed1,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed1/pred_intervals_test_tc_sc.csv.gz,True,780799,ded02a9622b49ca24567e7f0eee29453647413be,,pred_intervals_test_tc_sc.csv.gz,
davis,cold_target,1,WSC-B,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed1,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed1/pred_intervals_test_wsc_B.csv.gz,True,779743,cff0ebc7b12bc1e083a9b30d9193af6ff869e6a5,,pred_intervals_test_wsc_B.csv.gz,
davis,cold_target,2,Fixed,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed2,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed2/cp_local_target_tfidf_k60_m200_gamma0p0_alpha0p1/pred_intervals_test.csv.gz,True,77571,9d9def22a5f55cbbb470e48271c07b383f2ec8f1,,cp_local_target_tfidf_k60_m200_gamma0p0_alpha0p1,
davis,cold_target,2,NaiveAutoSel,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed2,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed2/cp_local_autosel_target_k120_m50_gamma0p05_alpha0p1/pred_intervals_test.csv.gz,True,80828,5b3531026dfd0931e1b2109f476ef8367b9080c4,,cp_local_autosel_target_k120_m50_gamma0p05_alpha0p1,
davis,cold_target,2,CAS-LCB,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed2,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed2/cp_local_constrained_lcb_target_aacomp_k240_m50_gamma0_alpha0p05/pred_intervals_test.csv.gz,True,77241,e6cf25c2076c2b0485b4f281fcd5585ab0f9bf53,cp_local_autosel_target_k240_m50_gamma0_alpha0p05,cp_local_constrained_lcb_target_aacomp_k240_m50_gamma0_alpha0p05,False
davis,cold_target,2,CAS-LCB-Bonf,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed2,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed2/cp_constrained_bonf_C17_delta0p05/pred_intervals_test.csv.gz,True,77241,1949418167d9a614400a5a6898e28f782233f4ce,,cp_constrained_bonf_C17_delta0p05,
davis,cold_target,2,TC-SC,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed2,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed2/pred_intervals_test_tc_sc.csv.gz,True,780649,a0668a08d26891d8efa9875f1f0c3679c57fe3eb,,pred_intervals_test_tc_sc.csv.gz,
davis,cold_target,2,WSC-B,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed2,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed2/pred_intervals_test_wsc_B.csv.gz,True,779664,73daec3809de4c8e9b47f6c456af0a588ebfab60,,pred_intervals_test_wsc_B.csv.gz,
davis,cold_target,3,Fixed,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed3,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed3/cp_local_target_tfidf_k60_m200_gamma0p0_alpha0p1/pred_intervals_test.csv.gz,True,77548,b0727a984c40766b98f7d1d62932adc919fec2c1,,cp_local_target_tfidf_k60_m200_gamma0p0_alpha0p1,
davis,cold_target,3,NaiveAutoSel,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed3,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed3/cp_local_autosel_target_k240_m50_gamma0_alpha0p1/pred_intervals_test.csv.gz,True,76854,edb9a767f5bd7bddcaf036074506645452e794c3,,cp_local_autosel_target_k240_m50_gamma0_alpha0p1,
davis,cold_target,3,CAS-LCB,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed3,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed3/cp_local_constrained_lcb_target_aacomp_k120_m50_gamma0_alpha0p05/pred_intervals_test.csv.gz,True,77465,abd2f2014157c6e276faefb585880bf08d42c018,cp_local_autosel_target_k120_m50_gamma0_alpha0p05,cp_local_constrained_lcb_target_aacomp_k120_m50_gamma0_alpha0p05,False
davis,cold_target,3,CAS-LCB-Bonf,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed3,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed3/cp_constrained_bonf_C17_delta0p05/pred_intervals_test.csv.gz,True,77465,c77939b26e5b02fed9ea8f63baafd071b8fa1218,,cp_constrained_bonf_C17_delta0p05,
davis,cold_target,3,TC-SC,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed3,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed3/pred_intervals_test_tc_sc.csv.gz,True,779416,fab6d71788ca763af9175c27deff5854e73bd3f4,,pred_intervals_test_tc_sc.csv.gz,
davis,cold_target,3,WSC-B,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed3,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed3/pred_intervals_test_wsc_B.csv.gz,True,779530,f6006b3f4fe23bec0decd58fecc33ea2417352cd,,pred_intervals_test_wsc_B.csv.gz,
davis,cold_target,4,Fixed,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed4,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed4/cp_local_target_tfidf_k60_m200_gamma0p0_alpha0p1/pred_intervals_test.csv.gz,True,77734,01b83bf68a66ae695df87d975c8813107669c85b,,cp_local_target_tfidf_k60_m200_gamma0p0_alpha0p1,
davis,cold_target,4,NaiveAutoSel,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed4,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed4/cp_local_autosel_target_k240_m50_gamma0_alpha0p1/pred_intervals_test.csv.gz,True,77337,cbd4bb1fb1034264ee0363c6798fb4e16db15430,,cp_local_autosel_target_k240_m50_gamma0_alpha0p1,
davis,cold_target,4,CAS-LCB,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed4,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed4/cp_local_constrained_lcb_target_aacomp_k240_m50_gamma0p05_alpha0p05/pred_intervals_test.csv.gz,True,81472,3d9e7aeaf877419122a7a80f5746667e747cfbc6,cp_local_autosel_target_k240_m50_gamma0p05_alpha0p05,cp_local_constrained_lcb_target_aacomp_k240_m50_gamma0p05_alpha0p05,False
davis,cold_target,4,CAS-LCB-Bonf,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed4,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed4/cp_constrained_bonf_C17_delta0p05/pred_intervals_test.csv.gz,True,81472,7c3103d80c9101040941e8c0f04a7ebd02498476,,cp_constrained_bonf_C17_delta0p05,
davis,cold_target,4,TC-SC,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed4,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed4/pred_intervals_test_tc_sc.csv.gz,True,781025,724d49de9f620d793297d83a8c6a63f2a510e85d,,pred_intervals_test_tc_sc.csv.gz,
davis,cold_target,4,WSC-B,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed4,runs/2025-12-23_deepdta_points/deepdta_point_davis_cold_target_seed4/pred_intervals_test_wsc_B.csv.gz,True,781161,a82bba40ec7e625cc4b08dd987f4cd76f4b3d73f,,pred_intervals_test_wsc_B.csv.gz,
davis,random,0,Fixed,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed0,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed0/cp_local_target_tfidf_k60_m200_gamma0p0_alpha0p1/pred_intervals_test.csv.gz,True,78199,8685433d24a7c24fba2b634014db092c4ba50f99,,cp_local_target_tfidf_k60_m200_gamma0p0_alpha0p1,
davis,random,0,NaiveAutoSel,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed0,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed0/cp_local_autosel_target_k240_m50_gamma0_alpha0p1/pred_intervals_test.csv.gz,True,77708,4fe0a13c888a68ab2844516ef0f2f37ab09edbe5,,cp_local_autosel_target_k240_m50_gamma0_alpha0p1,
davis,random,0,CAS-LCB,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed0,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed0/cp_local_constrained_lcb_target_aacomp_k240_m50_gamma0_alpha0p05/pred_intervals_test.csv.gz,True,77212,c3f32c0b657196176f7ee595d09101eae48a9339,cp_local_autosel_target_k240_m50_gamma0_alpha0p1,cp_local_constrained_lcb_target_aacomp_k240_m50_gamma0_alpha0p05,False
davis,random,0,CAS-LCB-Bonf,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed0,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed0/cp_constrained_bonf_C17_delta0p05/pred_intervals_test.csv.gz,True,77708,4fe0a13c888a68ab2844516ef0f2f37ab09edbe5,,cp_constrained_bonf_C17_delta0p05,
davis,random,0,TC-SC,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed0,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed0/pred_intervals_test_tc_sc.csv.gz,True,1091467,12bfa2b4ab6342b22a647336ca190f6883aca71f,,pred_intervals_test_tc_sc.csv.gz,
davis,random,0,WSC-B,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed0,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed0/pred_intervals_test_wsc_B.csv.gz,True,1091577,857206c8155b00b3ed779e27481e098d3294a0a3,,pred_intervals_test_wsc_B.csv.gz,
davis,random,1,Fixed,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed1,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed1/cp_local_target_tfidf_k60_m200_gamma0p0_alpha0p1/pred_intervals_test.csv.gz,True,78517,b6835cc5e6a04336f0624aaa992aec3c9796a70c,,cp_local_target_tfidf_k60_m200_gamma0p0_alpha0p1,
davis,random,1,NaiveAutoSel,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed1,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed1/cp_local_autosel_target_k240_m50_gamma0p05_alpha0p1/pred_intervals_test.csv.gz,True,86349,d488f8c7dc3eec21f75c2e014ec532ac74ce391a,,cp_local_autosel_target_k240_m50_gamma0p05_alpha0p1,
davis,random,1,CAS-LCB,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed1,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed1/cp_local_constrained_lcb_target_aacomp_k240_m50_gamma0p05_alpha0p1/pred_intervals_test.csv.gz,True,86349,5c5ab8d0d08ea84fc913c2fb0323cfc8f20f7d7c,cp_local_autosel_target_k240_m50_gamma0_alpha0p1,cp_local_constrained_lcb_target_aacomp_k240_m50_gamma0p05_alpha0p1,False
davis,random,1,CAS-LCB-Bonf,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed1,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed1/cp_constrained_bonf_C17_delta0p05/pred_intervals_test.csv.gz,True,86349,d488f8c7dc3eec21f75c2e014ec532ac74ce391a,,cp_constrained_bonf_C17_delta0p05,
davis,random,1,TC-SC,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed1,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed1/pred_intervals_test_tc_sc.csv.gz,True,1091019,5d266b91c50a8b2cf7e43ab6a8dd8871f791c91b,,pred_intervals_test_tc_sc.csv.gz,
davis,random,1,WSC-B,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed1,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed1/pred_intervals_test_wsc_B.csv.gz,True,1091256,ef5a37ca5ce8de2551c97933d42f139daf69b645,,pred_intervals_test_wsc_B.csv.gz,
davis,random,2,Fixed,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed2,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed2/cp_local_target_tfidf_k60_m200_gamma0p0_alpha0p1/pred_intervals_test.csv.gz,True,78065,fe34b80a1e815de72c0dd45f12e7806514301778,,cp_local_target_tfidf_k60_m200_gamma0p0_alpha0p1,
davis,random,2,NaiveAutoSel,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed2,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed2/cp_local_autosel_target_k120_m50_gamma0p05_alpha0p1/pred_intervals_test.csv.gz,True,86556,dd1f65d6efb17bd3f3e9118a06970aa6619eae2b,,cp_local_autosel_target_k120_m50_gamma0p05_alpha0p1,
davis,random,2,CAS-LCB,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed2,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed2/cp_local_constrained_lcb_target_aacomp_k120_m50_gamma0_alpha0p05/pred_intervals_test.csv.gz,True,77881,5b7869b14bd2dc02d9a8ef0c3e9386871bae005d,cp_local_autosel_target_k120_m50_gamma0p05_alpha0p1,cp_local_constrained_lcb_target_aacomp_k120_m50_gamma0_alpha0p05,False
davis,random,2,CAS-LCB-Bonf,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed2,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed2/cp_constrained_bonf_C17_delta0p05/pred_intervals_test.csv.gz,True,86556,dd1f65d6efb17bd3f3e9118a06970aa6619eae2b,,cp_constrained_bonf_C17_delta0p05,
davis,random,2,TC-SC,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed2,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed2/pred_intervals_test_tc_sc.csv.gz,True,1092223,4e2ed8cc39c4351b1d15b87eee81cb0b8448f4e0,,pred_intervals_test_tc_sc.csv.gz,
davis,random,2,WSC-B,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed2,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed2/pred_intervals_test_wsc_B.csv.gz,True,1091699,14710d803266f03122200a1a5e14f947b008a359,,pred_intervals_test_wsc_B.csv.gz,
davis,random,3,Fixed,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed3,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed3/cp_local_target_tfidf_k60_m200_gamma0p0_alpha0p1/pred_intervals_test.csv.gz,True,78194,535aa1c9f46958ee8332ef3baa564c6abff4154e,,cp_local_target_tfidf_k60_m200_gamma0p0_alpha0p1,
davis,random,3,NaiveAutoSel,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed3,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed3/cp_local_autosel_target_k240_m50_gamma0p1_alpha0p1/pred_intervals_test.csv.gz,True,86544,247c19fcc3dff220b6f8e690706bcba7eedd3006,,cp_local_autosel_target_k240_m50_gamma0p1_alpha0p1,
davis,random,3,CAS-LCB,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed3,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed3/cp_local_constrained_lcb_target_aacomp_k240_m50_gamma0_alpha0p05/pred_intervals_test.csv.gz,True,77191,a75bc813ed7a3371dc8352198fd1231f4543b652,cp_local_autosel_target_k240_m50_gamma0p1_alpha0p1,cp_local_constrained_lcb_target_aacomp_k240_m50_gamma0_alpha0p05,False
davis,random,3,CAS-LCB-Bonf,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed3,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed3/cp_constrained_bonf_C17_delta0p05/pred_intervals_test.csv.gz,True,77191,c7d0bc3c16fc42f150e5eaaf786f92a6aa0909af,,cp_constrained_bonf_C17_delta0p05,
davis,random,3,TC-SC,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed3,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed3/pred_intervals_test_tc_sc.csv.gz,True,1091807,18a59a98f818b39218df5ef59a796610b89f9d5d,,pred_intervals_test_tc_sc.csv.gz,
davis,random,3,WSC-B,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed3,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed3/pred_intervals_test_wsc_B.csv.gz,True,1090625,48beedd64bf8bc144623daeefaf9fe077a75b7e3,,pred_intervals_test_wsc_B.csv.gz,
davis,random,4,Fixed,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed4,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed4/cp_local_target_tfidf_k60_m200_gamma0p0_alpha0p1/pred_intervals_test.csv.gz,True,77778,179cadd918c81e1a4984d3efaefedee1cc18bf7f,,cp_local_target_tfidf_k60_m200_gamma0p0_alpha0p1,
davis,random,4,NaiveAutoSel,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed4,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed4/cp_local_autosel_target_k240_m50_gamma0p05_alpha0p1/pred_intervals_test.csv.gz,True,86532,be525089de42d7907726ca11e225e07b036b89ef,,cp_local_autosel_target_k240_m50_gamma0p05_alpha0p1,
davis,random,4,CAS-LCB,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed4,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed4/cp_local_constrained_lcb_target_aacomp_k240_m50_gamma0p05_alpha0p1/pred_intervals_test.csv.gz,True,86532,97cb3558f999c2e8453277c9ea28522799d1613e,cp_local_autosel_target_k240_m50_gamma0p05_alpha0p1,cp_local_constrained_lcb_target_aacomp_k240_m50_gamma0p05_alpha0p1,False
davis,random,4,CAS-LCB-Bonf,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed4,runs/2025-12-23_deepdta_points/deepdta_point_davis_random_seed4/cp_constrained_bonf_C17_delta0p05/pred_intervals_test.csv.gz,True,76937,0f7c4f1cab356995a2636afbfa6aa01309aa5111,,cp_constrained_bonf_C17_delta0p05,
